From,To (Interval: 15M),PM10 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3),PM2.5 (µg/m3)
15-03-2023 11:15,15-03-2023 11:30,223,5.1,61.4,36.8,0.81,NA,13.3,53.1,NA,77
15-03-2023 11:30,15-03-2023 11:45,223,5,64.6,38.4,0.7,161.9,12.4,54.2,NA,77
15-03-2023 11:45,15-03-2023 12:00,186,NA,NA,NA,0.57,263.3,NA,35.8,NA,65
15-03-2023 12:00,15-03-2023 12:15,186,NA,NA,NA,0.84,249.4,NA,35.7,NA,65
15-03-2023 12:15,15-03-2023 12:30,186,NA,NA,NA,0.82,194.3,17.7,42.1,NA,65
15-03-2023 12:30,15-03-2023 12:45,186,9.3,76.1,48,0.81,122,11,63.1,NA,65
15-03-2023 12:45,15-03-2023 13:00,139,6.8,67.2,41.2,0.76,112.8,12.1,66.5,NA,37
15-03-2023 13:00,15-03-2023 13:15,139,5.6,58.2,35.5,0.61,99.5,12.1,70.8,NA,37
15-03-2023 13:15,15-03-2023 13:30,139,4.9,51.2,31.2,0.61,88,12.1,73.1,NA,37
15-03-2023 13:30,15-03-2023 13:45,139,4.6,45.2,27.8,0.6,75.5,11.5,76.8,NA,37
15-03-2023 13:45,15-03-2023 14:00,85,4.1,40.9,25.1,0.74,65,10.9,79.8,NA,30
15-03-2023 14:00,15-03-2023 14:15,85,3.4,37.1,22.5,0.9,61.9,10.8,83.7,NA,30
15-03-2023 14:15,15-03-2023 14:30,85,2.8,34.7,20.8,0.93,68,10.8,86.7,NA,30
15-03-2023 14:30,15-03-2023 14:45,85,3.4,33.1,20.4,0.93,74.3,11.9,89,NA,30
15-03-2023 14:45,15-03-2023 15:00,85,3.8,31.2,19.7,0.9,75.7,11.6,89.3,NA,32
15-03-2023 15:00,15-03-2023 15:15,85,3.6,29.7,18.7,0.93,70.5,10.3,89.5,NA,32
15-03-2023 15:15,15-03-2023 15:30,85,3.7,27.7,17.7,0.93,59.1,9.8,90.4,NA,32
15-03-2023 15:30,15-03-2023 15:45,85,3.4,26.7,17,0.92,59.6,10.7,92.3,NA,32
15-03-2023 15:45,15-03-2023 16:00,68,3,25.7,16.1,0.9,59.1,10.3,93,NA,36
15-03-2023 16:00,15-03-2023 16:15,68,3.2,25.1,15.9,0.94,56.1,9.2,89.9,NA,36
15-03-2023 16:15,15-03-2023 16:30,68,3.3,25.3,16.2,0.9,51.5,9.1,80.1,NA,36
15-03-2023 16:30,15-03-2023 16:45,68,3.6,25.2,16.3,0.88,35,8.7,72.8,NA,36
15-03-2023 16:45,15-03-2023 17:00,75,3.5,26.5,17,0.86,31.8,8.2,69.6,NA,129
15-03-2023 17:00,15-03-2023 17:15,75,3.6,27.2,17.4,0.86,32.8,8.1,69.8,NA,129
15-03-2023 17:15,15-03-2023 17:30,75,3.5,27.5,17.5,0.88,49.6,8.4,73.7,NA,129
15-03-2023 17:30,15-03-2023 17:45,75,3.4,29,18.2,0.95,61.5,8.4,65.2,NA,129
15-03-2023 17:45,15-03-2023 18:00,743,3.8,31.9,20.1,0.96,49.5,8.3,66.8,NA,47
15-03-2023 18:00,15-03-2023 18:15,743,3.7,33,20.6,1.03,39.7,8.5,65.8,NA,47
15-03-2023 18:15,15-03-2023 18:30,743,3.4,32.6,20.1,0.98,36.6,9.2,67.5,NA,47
15-03-2023 18:30,15-03-2023 18:45,743,3.3,33.2,20.3,1,37.8,9.3,60.5,NA,47
15-03-2023 18:45,15-03-2023 19:00,208,3.3,35.2,21.4,1.01,35.7,9.4,58.5,NA,49
15-03-2023 19:00,15-03-2023 19:15,208,3.1,37.9,22.6,1.26,36.3,9.7,53.3,NA,49
15-03-2023 19:15,15-03-2023 19:30,208,3.3,40.8,24.4,1.56,39.7,10,43.8,NA,49
15-03-2023 19:30,15-03-2023 19:45,208,3.8,45.7,27.4,1.75,47.7,10.1,24.6,NA,49
15-03-2023 19:45,15-03-2023 20:00,166,4.5,54,32.4,1.61,50.1,10.6,22.9,NA,83
15-03-2023 20:00,15-03-2023 20:15,166,5,61.4,36.8,1.4,51.6,10.7,31.5,NA,83
15-03-2023 20:15,15-03-2023 20:30,166,5.3,63.8,38.2,1.41,49.5,10.8,27.4,NA,83
15-03-2023 20:30,15-03-2023 20:45,166,5.1,62.4,37.4,1.36,46.5,11,29,NA,83
15-03-2023 20:45,15-03-2023 21:00,195,5.7,60.7,36.9,1.44,44.5,10.9,20.9,NA,77
15-03-2023 21:00,15-03-2023 21:15,195,5.2,61,36.7,1.34,42.2,11.1,20,NA,77
15-03-2023 21:15,15-03-2023 21:30,195,5.2,60.1,36.2,1.36,38.7,10.9,25.6,NA,77
15-03-2023 21:30,15-03-2023 21:45,195,5.1,56.7,34.3,1.44,36.2,11.2,24.1,NA,77
15-03-2023 21:45,15-03-2023 22:00,178,4.9,53.2,32.3,1.52,34.6,11.3,19.6,NA,84
15-03-2023 22:00,15-03-2023 22:15,178,6.3,51.7,32.7,2.11,37.6,11.4,13.3,NA,84
15-03-2023 22:15,15-03-2023 22:30,178,8.3,53.8,35.4,2.13,38.4,11.7,10.2,NA,84
15-03-2023 22:30,15-03-2023 22:45,178,14.2,56.4,41.7,2.43,40,12,10.2,NA,84
15-03-2023 22:45,15-03-2023 23:00,178,27,57.6,52.5,2.38,41.7,9.9,10.1,NA,111
15-03-2023 23:00,15-03-2023 23:15,178,36.2,61.1,61.9,2.22,45.1,9.3,10,NA,111
15-03-2023 23:15,15-03-2023 23:30,178,40.2,62.9,66.2,2.07,43.3,10.3,9.6,NA,111
15-03-2023 23:30,15-03-2023 23:45,178,41.3,62.2,66.6,1.96,39.5,10.8,9.8,NA,111
15-03-2023 23:45,16-03-2023 00:00,282,35.3,59.9,60.5,NA,NA,11,11.2,NA,111
16-03-2023 00:00,16-03-2023 00:15,282,28.4,56.9,53.4,2.21,38.5,11.2,11.3,NA,111
16-03-2023 00:15,16-03-2023 00:30,282,27.9,55.3,52.1,2.27,40.1,11.6,10.1,NA,111
16-03-2023 00:30,16-03-2023 00:45,282,32.3,55.6,55.9,2.13,40,11.7,9.7,NA,111
16-03-2023 00:45,16-03-2023 01:00,268,35.9,55.2,58.5,2.08,42.1,12,9.4,NA,129
16-03-2023 01:00,16-03-2023 01:15,268,36,55.9,59,1.96,44.4,11.5,9.1,NA,129
16-03-2023 01:15,16-03-2023 01:30,268,35,55.7,58,1.89,46,11.8,9.2,NA,129
16-03-2023 01:30,16-03-2023 01:45,268,33.6,55.7,56.9,1.82,46,11.4,9.2,NA,129
16-03-2023 01:45,16-03-2023 02:00,324,31.3,55.7,55.1,1.81,46.8,11.2,9.2,NA,94
16-03-2023 02:00,16-03-2023 02:15,324,29,55.6,53.1,1.79,48.3,10.6,9.6,NA,94
16-03-2023 02:15,16-03-2023 02:30,324,29.8,55.8,53.9,1.85,50,9.9,9.7,NA,94
16-03-2023 02:30,16-03-2023 02:45,324,36.2,55.5,58.9,1.89,50.2,10,9.7,NA,94
16-03-2023 02:45,16-03-2023 03:00,197,42.7,54,63.4,1.85,52.4,11.4,9.6,NA,124
16-03-2023 03:00,16-03-2023 03:15,197,45.9,53.8,65.9,1.81,57.9,11.4,9.3,NA,124
16-03-2023 03:15,16-03-2023 03:30,197,47.2,53.9,67.1,1.82,57.4,11.5,9.1,NA,124
16-03-2023 03:30,16-03-2023 03:45,197,45.6,53.4,65.4,1.84,51.4,12,9.3,NA,124
16-03-2023 03:45,16-03-2023 04:00,295,39.9,53.8,61.1,1.77,48.7,11.8,9.4,NA,104
16-03-2023 04:00,16-03-2023 04:15,295,33.1,53,55.1,1.82,47.7,12.3,9.3,NA,104
16-03-2023 04:15,16-03-2023 04:30,295,29.4,51.4,51.2,1.89,45.8,11.9,9.5,NA,104
16-03-2023 04:30,16-03-2023 04:45,295,29.5,50.8,51,1.92,45.4,11.7,10.2,NA,104
16-03-2023 04:45,16-03-2023 05:00,235,30.8,50.4,51.8,1.87,45.7,11.4,9.7,NA,112
16-03-2023 05:00,16-03-2023 05:15,235,32.9,50.2,53.5,1.88,44.9,11.8,9.5,NA,112
16-03-2023 05:15,16-03-2023 05:30,235,37.4,50,57,1.88,44,12.2,9.9,NA,112
16-03-2023 05:30,16-03-2023 05:45,235,44.3,49,62.1,1.92,47.7,12.6,11.2,NA,112
16-03-2023 05:45,16-03-2023 06:00,235,49.4,49.6,66.6,1.74,49.6,12.6,9.9,NA,164
16-03-2023 06:00,16-03-2023 06:15,235,45.4,49.5,63.2,1.67,45,12.5,10.3,NA,164
16-03-2023 06:15,16-03-2023 06:30,235,38.2,48.1,56.6,1.74,42.8,12.3,10.5,NA,164
16-03-2023 06:30,16-03-2023 06:45,235,34.7,48.4,54,1.95,45,11.9,10.9,NA,164
16-03-2023 06:45,16-03-2023 07:00,312,34.9,48.4,54.1,1.94,43.9,12.1,10.9,NA,139
16-03-2023 07:00,16-03-2023 07:15,312,33.2,48.4,52.7,1.83,42.2,11.9,10.7,NA,139
16-03-2023 07:15,16-03-2023 07:30,312,28.2,48.6,48.8,1.8,40.3,11.8,13.4,NA,139
16-03-2023 07:30,16-03-2023 07:45,312,21.5,47.1,42.5,1.52,42.8,11.9,17.8,NA,139
16-03-2023 07:45,16-03-2023 08:00,259,14.9,43.6,35.3,1.6,45.8,12.9,19.4,NA,113
16-03-2023 08:00,16-03-2023 08:15,259,11.1,43.8,32.3,1.76,49.1,12.5,21.8,NA,113
16-03-2023 08:15,16-03-2023 08:30,259,9.1,46.4,32.1,1.71,52.6,12.2,25.2,NA,113
16-03-2023 08:30,16-03-2023 08:45,259,8,48.2,32.1,1.51,57.3,12.4,32,NA,113
16-03-2023 08:45,16-03-2023 09:00,212,5.8,46.8,29.7,1.23,55.6,12.5,NA,NA,124
16-03-2023 09:00,16-03-2023 09:15,212,4.6,41.8,25.9,1.17,51.5,12.3,NA,NA,124
16-03-2023 09:15,16-03-2023 09:30,212,4.3,35.6,22.4,1.13,48.4,12,62.4,NA,124
16-03-2023 09:30,16-03-2023 09:45,212,4,33.3,21,1.21,47.2,11,62.6,NA,124
16-03-2023 09:45,16-03-2023 10:00,207,3.7,33.5,20.8,NA,52.7,11,62.3,NA,52
16-03-2023 10:00,16-03-2023 10:15,207,3.7,35.4,21.8,NA,62.5,11.2,51.3,NA,52
16-03-2023 10:15,16-03-2023 10:30,207,4.3,38.4,23.9,1.68,58.9,11.1,63.7,NA,52
16-03-2023 10:30,16-03-2023 10:45,207,4.4,41.4,25.6,0.93,183,10,38.3,NA,52
16-03-2023 10:45,16-03-2023 11:00,97,4.9,49.2,30.2,0.95,NA,10.1,43.4,NA,47
16-03-2023 11:00,16-03-2023 11:15,97,5.5,55.2,33.8,0.96,NA,10.4,49.6,NA,47
16-03-2023 11:15,16-03-2023 11:30,97,6.1,59.6,36.6,0.96,NA,10.1,31.5,NA,47
16-03-2023 11:30,16-03-2023 11:45,97,7.3,66.5,41.3,0.95,230.9,10,28.3,NA,47
16-03-2023 11:45,16-03-2023 12:00,106,NA,NA,NA,0.95,65.4,NA,69.2,NA,52
16-03-2023 12:00,16-03-2023 12:15,106,NA,NA,NA,0.97,54,NA,70.9,NA,52
16-03-2023 12:15,16-03-2023 12:30,106,NA,NA,NA,1,52.1,13.6,67.8,NA,52
16-03-2023 12:30,16-03-2023 12:45,106,4.1,37.6,23.3,1.01,54,9.7,69.6,NA,52
16-03-2023 12:45,16-03-2023 13:00,135,3.9,35.2,21.9,1.02,59.4,9.5,68.9,NA,46
16-03-2023 13:00,16-03-2023 13:15,135,3.4,34.9,21.3,1.03,46,9.4,70.7,NA,46
16-03-2023 13:15,16-03-2023 13:30,135,3.6,31.8,19.8,1.04,39.5,9.8,68.7,NA,46
16-03-2023 13:30,16-03-2023 13:45,135,3.5,30.5,19,1.03,41.3,9.8,68.9,NA,46
16-03-2023 13:45,16-03-2023 14:00,135,3.1,29.8,18.4,1.03,41.7,9.4,72,NA,38
16-03-2023 14:00,16-03-2023 14:15,135,3,29.2,18,1.04,40.3,9.2,73.4,NA,38
16-03-2023 14:15,16-03-2023 14:30,135,3.8,29.3,18.7,1.04,58.4,9.5,68,NA,38
16-03-2023 14:30,16-03-2023 14:45,135,3.9,32,20.1,1.03,77.2,9.5,62.4,NA,38
16-03-2023 14:45,16-03-2023 15:00,58,3.5,36.2,22.1,1.05,78.4,9.9,62.5,NA,43
16-03-2023 15:00,16-03-2023 15:15,58,3.9,36.7,22.7,1.1,66,9.1,66.6,NA,43
16-03-2023 15:15,16-03-2023 15:30,58,4.1,36.1,22.5,1.08,53.9,8.5,67.5,NA,43
16-03-2023 15:30,16-03-2023 15:45,58,3.8,34.3,21.3,1.05,50.3,8.5,66.1,NA,43
16-03-2023 15:45,16-03-2023 16:00,61,3,32.9,19.9,1.08,47.1,8.7,63.6,NA,40
16-03-2023 16:00,16-03-2023 16:15,61,3.7,33.3,20.8,1.13,44.8,8.8,50.6,NA,40
16-03-2023 16:15,16-03-2023 16:30,61,4.2,34.5,21.7,1.15,44.3,8.7,47,NA,40
16-03-2023 16:30,16-03-2023 16:45,61,3.8,35.6,22.1,1.11,47,8.7,49.2,NA,40
16-03-2023 16:45,16-03-2023 17:00,67,3.8,36.1,22.3,1.12,49.3,8.8,50.9,NA,52
16-03-2023 17:00,16-03-2023 17:15,67,4.2,37.5,23.3,1.13,50.5,9.2,54.6,NA,52
16-03-2023 17:15,16-03-2023 17:30,67,4.1,37.3,23.2,1.08,47.7,9.1,54.8,NA,52
16-03-2023 17:30,16-03-2023 17:45,67,3.7,36.5,22.4,1.11,44.8,9.1,49.8,NA,52
16-03-2023 17:45,16-03-2023 18:00,112,3,37,22.1,1.53,45.9,9.5,37.6,NA,55
16-03-2023 18:00,16-03-2023 18:15,112,3.3,41.5,24.8,1.65,51.2,9.6,29.8,NA,55
16-03-2023 18:15,16-03-2023 18:30,112,4.3,45.6,27.8,1.59,49.3,10,28.2,NA,55
16-03-2023 18:30,16-03-2023 18:45,112,4.4,47.6,28.9,1.56,48.4,10.5,26.3,NA,55
16-03-2023 18:45,16-03-2023 19:00,114,4.9,48.1,29.5,1.56,47.7,11.2,27.9,NA,123
16-03-2023 19:00,16-03-2023 19:15,114,5.2,48.5,30,2.07,48.2,11.4,24,NA,123
16-03-2023 19:15,16-03-2023 19:30,114,6.6,52.9,33.5,2.29,51.9,12.4,17.3,NA,123
16-03-2023 19:30,16-03-2023 19:45,114,7.8,57.8,37.1,2.42,51.8,12.7,17.4,NA,123
16-03-2023 19:45,16-03-2023 20:00,227,14.3,58.9,43.1,2.71,55.2,13,16.5,NA,301
16-03-2023 20:00,16-03-2023 20:15,227,20.4,61.2,49.1,1.53,51.1,13,22,NA,301
16-03-2023 20:15,16-03-2023 20:30,227,15.1,64,46.4,1.37,46.1,13.2,25.1,NA,301
16-03-2023 20:30,16-03-2023 20:45,227,10.1,62.6,41.5,1.18,42.8,12,38,NA,301
16-03-2023 20:45,16-03-2023 21:00,443,7,56.3,35.7,1.17,39.4,10.2,39.4,NA,111
16-03-2023 21:00,16-03-2023 21:15,443,5.7,50,31.2,1.5,39,10.1,25.1,NA,111
16-03-2023 21:15,16-03-2023 21:30,443,5.6,50.6,31.5,1.34,40.6,11,22.3,NA,111
16-03-2023 21:30,16-03-2023 21:45,443,5.5,53,32.7,1.16,43,11.2,25.7,NA,111
16-03-2023 21:45,16-03-2023 22:00,443,4.7,52.8,31.9,1.15,42.7,11.4,25,NA,104
16-03-2023 22:00,16-03-2023 22:15,443,4.6,52.1,31.4,1.09,43.2,11.1,25,NA,104
16-03-2023 22:15,16-03-2023 22:30,443,4.9,51.2,31.2,1.03,40,10.7,24.1,NA,104
16-03-2023 22:30,16-03-2023 22:45,443,3.7,50.5,29.9,1.1,42.9,10.8,18.8,NA,104
16-03-2023 22:45,16-03-2023 23:00,189,4.7,52.1,31.5,1.1,42.9,10.9,15.5,NA,86
16-03-2023 23:00,16-03-2023 23:15,189,5.1,54.9,33.3,0.94,39,10,18.1,NA,86
16-03-2023 23:15,16-03-2023 23:30,189,6.1,54.2,33.8,0.95,37.8,10.1,25.5,NA,86
16-03-2023 23:30,16-03-2023 23:45,189,6,51,32,1.2,37.2,10.3,25.9,NA,86
16-03-2023 23:45,17-03-2023 00:00,141,5.3,48.6,30.2,NA,NA,9.9,23.2,NA,74
17-03-2023 00:00,17-03-2023 00:15,141,5,47.9,29.6,2.02,35.1,9.9,18.7,NA,74
17-03-2023 00:15,17-03-2023 00:30,141,5.6,47.7,29.9,1.9,33.6,10.3,24.6,NA,74
17-03-2023 00:30,17-03-2023 00:45,141,5.6,46.1,29.1,1.81,34.2,10.3,33.3,NA,74
17-03-2023 00:45,17-03-2023 01:00,123,4.6,45.9,28.1,1.81,34.5,9.7,25.9,NA,74
17-03-2023 01:00,17-03-2023 01:15,123,4.4,46.1,28.1,1.57,34.3,9.9,20.6,NA,74
17-03-2023 01:15,17-03-2023 01:30,123,4.5,49.1,29.8,1.5,34.2,9.7,15.6,NA,74
17-03-2023 01:30,17-03-2023 01:45,123,5.2,51.6,31.7,1.53,34.3,9.8,14.5,NA,74
17-03-2023 01:45,17-03-2023 02:00,129,6,52.3,32.7,1.45,34.5,9.4,18.6,NA,71
17-03-2023 02:00,17-03-2023 02:15,129,5.6,51.6,32,1.36,35,9.8,27.6,NA,71
17-03-2023 02:15,17-03-2023 02:30,129,4.9,50.4,30.8,1.37,35.7,10,26,NA,71
17-03-2023 02:30,17-03-2023 02:45,129,4.9,49.3,30.2,1.33,35.9,10,31,NA,71
17-03-2023 02:45,17-03-2023 03:00,133,5,47.2,29.1,1.25,37.8,10.1,36.3,NA,55
17-03-2023 03:00,17-03-2023 03:15,133,4.2,45.2,27.4,1.28,38.2,10.2,38.6,NA,55
17-03-2023 03:15,17-03-2023 03:30,133,4.3,43.1,26.4,1.32,37.5,10.2,39.4,NA,55
17-03-2023 03:30,17-03-2023 03:45,133,4,41.2,25.1,1.32,37,9.9,42.4,NA,55
17-03-2023 03:45,17-03-2023 04:00,94,3.9,38.8,23.8,1.34,34.9,10,39.2,NA,48
17-03-2023 04:00,17-03-2023 04:15,94,4.4,37.2,23.3,1.31,35.6,10,39.5,NA,48
17-03-2023 04:15,17-03-2023 04:30,94,4.3,36.6,23,1.33,37,10,39.1,NA,48
17-03-2023 04:30,17-03-2023 04:45,94,4.2,36.2,22.6,1.34,39.5,10.1,41.5,NA,48
17-03-2023 04:45,17-03-2023 05:00,94,3.9,35.3,22,1.35,37.1,10.3,37.5,NA,49
17-03-2023 05:00,17-03-2023 05:15,94,3.9,35.7,22.1,1.42,36.8,10.5,30,NA,49
17-03-2023 05:15,17-03-2023 05:30,94,4,38.3,23.6,1.43,37.3,10.6,31,NA,49
17-03-2023 05:30,17-03-2023 05:45,94,4,40,24.6,1.6,37.2,10.7,19.1,NA,49
17-03-2023 05:45,17-03-2023 06:00,69,5.2,44.2,27.8,1.73,38.1,10.7,14.6,NA,90
17-03-2023 06:00,17-03-2023 06:15,69,6.1,47.6,30.3,1.76,38.1,11,15.3,NA,90
17-03-2023 06:15,17-03-2023 06:30,69,6.2,51.6,32.5,1.95,40.8,11,14.7,NA,90
17-03-2023 06:30,17-03-2023 06:45,69,9.2,54.2,36.3,1.98,42.7,11.6,13.6,NA,90
17-03-2023 06:45,17-03-2023 07:00,169,13.6,57.6,41.8,2.24,43.6,12.1,13.2,NA,217
17-03-2023 07:00,17-03-2023 07:15,169,20.7,58.8,48.1,2.94,44.1,12.1,16.6,NA,217
17-03-2023 07:15,17-03-2023 07:30,169,30.6,57.7,55.5,2.97,48.9,14,18.1,NA,217
17-03-2023 07:30,17-03-2023 07:45,169,32.6,60.5,58.6,2.28,49.8,14.7,15.8,NA,217
17-03-2023 07:45,17-03-2023 08:00,311,28.2,62.7,56.3,2.34,48.4,14.5,16.7,NA,389
17-03-2023 08:00,17-03-2023 08:15,311,25,66,55.5,2.6,50.5,14.2,14.4,NA,389
17-03-2023 08:15,17-03-2023 08:30,311,25.7,72,59.2,3.5,55.6,13.3,14.4,NA,389
17-03-2023 08:30,17-03-2023 08:45,311,25,82,64,2.74,57.3,12.3,15.2,NA,389
17-03-2023 08:45,17-03-2023 09:00,484,24.2,85.7,65.2,2.04,56.1,11.8,NA,NA,209
17-03-2023 09:00,17-03-2023 09:15,484,20.3,82,60.2,1.74,53.6,12.2,NA,NA,209
17-03-2023 09:15,17-03-2023 09:30,484,9,67.1,43,1.65,52.8,10.5,44.3,NA,209
17-03-2023 09:30,17-03-2023 09:45,484,4.7,51.1,31,1.63,60,10.7,48.3,NA,209
17-03-2023 09:45,17-03-2023 10:00,428,3.9,45.2,27.2,NA,62.8,10.6,52.5,NA,62
17-03-2023 10:00,17-03-2023 10:15,428,3.9,42.4,25.7,NA,61.4,10.8,54.8,NA,62
17-03-2023 10:15,17-03-2023 10:30,428,4.6,40.4,25.2,2.52,58.9,10.8,57.4,NA,62
17-03-2023 10:30,17-03-2023 10:45,428,4.2,41,25.2,1.68,57.3,10.3,69.6,NA,62
17-03-2023 10:45,17-03-2023 11:00,97,4.2,38.8,24.1,1.65,NA,10.9,76.7,NA,71
17-03-2023 11:00,17-03-2023 11:15,97,3.9,35.6,22.1,1.64,NA,11.9,80.5,NA,71
17-03-2023 11:15,17-03-2023 11:30,97,3.5,32.6,20.1,1.65,NA,12,85.9,NA,71
17-03-2023 11:30,17-03-2023 11:45,97,2.6,31.3,18.8,1.64,29.8,11.7,86.8,NA,71
17-03-2023 11:45,17-03-2023 12:00,110,NA,NA,NA,1.6,24.7,NA,87,NA,65
17-03-2023 12:00,17-03-2023 12:15,110,NA,NA,NA,1.6,20.9,NA,89.3,NA,65
17-03-2023 12:15,17-03-2023 12:30,110,NA,NA,NA,1.65,19.8,17,91.7,NA,65
17-03-2023 12:30,17-03-2023 12:45,110,4.2,27.4,18,1.84,20.7,12.8,91.3,NA,65
17-03-2023 12:45,17-03-2023 13:00,110,3.8,29.6,18.8,1.83,21,12,94.5,NA,54
17-03-2023 13:00,17-03-2023 13:15,110,3.6,30.2,19,1.79,19.5,11.3,93.5,NA,54
17-03-2023 13:15,17-03-2023 13:30,110,3.8,30.3,19.2,1.72,17.2,11.3,87.5,NA,54
17-03-2023 13:30,17-03-2023 13:45,110,3.2,29.7,18.4,1.66,15.7,11,85.9,NA,54
17-03-2023 13:45,17-03-2023 14:00,85,2.3,30.5,18.1,1.75,28.1,10.8,88,NA,48
17-03-2023 14:00,17-03-2023 14:15,85,2.7,31.4,18.9,1.76,32.7,11,89.7,NA,48
17-03-2023 14:15,17-03-2023 14:30,85,3.1,31.5,19.2,1.81,60.6,11.6,76.5,NA,48
17-03-2023 14:30,17-03-2023 14:45,85,3.1,36.1,21.7,1.81,63.7,12.1,77.4,NA,48
17-03-2023 14:45,17-03-2023 15:00,85,2.9,40.4,23.9,1.83,47.4,12.2,79,NA,68
17-03-2023 15:00,17-03-2023 15:15,85,3.1,40.3,24,1.76,32.6,11.6,72.5,NA,68
17-03-2023 15:15,17-03-2023 15:30,85,3.8,40.5,24.6,1.76,52.6,10.5,56.3,NA,68
17-03-2023 15:30,17-03-2023 15:45,85,4,45.4,27.4,1.75,68.1,10.5,54.6,NA,68
17-03-2023 15:45,17-03-2023 16:00,168,4.1,50.2,30.1,1.75,77.2,10.8,48.5,NA,67
17-03-2023 16:00,17-03-2023 16:15,168,4,54.9,32.5,1.68,66.8,10.9,46.2,NA,67
17-03-2023 16:15,17-03-2023 16:30,168,4.3,58.1,34.4,1.69,74.9,11.4,40.8,NA,67
17-03-2023 16:30,17-03-2023 16:45,168,4.5,61.6,36.5,1.66,59.1,11,60.3,NA,67
17-03-2023 16:45,17-03-2023 17:00,111,4.1,58.1,34.2,1.66,56.8,10.8,63.4,NA,60
17-03-2023 17:00,17-03-2023 17:15,111,4.3,53.8,32.1,1.64,45.1,10.9,69.3,NA,60
17-03-2023 17:15,17-03-2023 17:30,111,4.2,48.4,29.1,1.68,40.2,11.3,69.7,NA,60
17-03-2023 17:30,17-03-2023 17:45,111,3.8,45.4,27.3,1.69,43.2,11.4,63.8,NA,60
17-03-2023 17:45,17-03-2023 18:00,118,3.2,44,26,1.61,43.7,11.7,62.4,NA,66
17-03-2023 18:00,17-03-2023 18:15,118,3.5,43.5,26,1.6,36.2,11.4,56.7,NA,66
17-03-2023 18:15,17-03-2023 18:30,118,3,43.2,25.4,1.56,29.8,11.2,53.2,NA,66
17-03-2023 18:30,17-03-2023 18:45,118,2.9,41.4,24.4,1.57,24.6,11.2,49.4,NA,66
17-03-2023 18:45,17-03-2023 19:00,75,3.3,40.2,24,1.64,23.4,11.2,41.7,NA,57
17-03-2023 19:00,17-03-2023 19:15,75,3.5,40.3,24.3,1.9,22,11.1,31.2,NA,57
17-03-2023 19:15,17-03-2023 19:30,75,4.3,44,26.9,1.98,24.1,11.2,19.4,NA,57
17-03-2023 19:30,17-03-2023 19:45,75,4.3,48.5,29.3,1.87,24.5,11.6,20.8,NA,57
17-03-2023 19:45,17-03-2023 20:00,64,5.3,52.3,32.1,1.87,24.8,11.5,21,NA,101
17-03-2023 20:00,17-03-2023 20:15,64,4.8,54.4,32.8,1.79,24.4,11.6,26,NA,101
17-03-2023 20:15,17-03-2023 20:30,64,4.4,55.5,33.1,1.82,24.1,11.2,25.6,NA,101
17-03-2023 20:30,17-03-2023 20:45,64,4.1,54.8,32.5,1.82,23.6,11.3,26.6,NA,101
17-03-2023 20:45,17-03-2023 21:00,64,4,53.7,31.8,1.8,21.7,11.4,27.3,NA,68
17-03-2023 21:00,17-03-2023 21:15,64,4,52.8,31.3,1.75,22,11.2,30.2,NA,68
17-03-2023 21:15,17-03-2023 21:30,64,4.6,49.9,30.2,1.66,21.9,11.4,33.7,NA,68
17-03-2023 21:30,17-03-2023 21:45,64,4.1,47.5,28.6,1.58,20.6,11.1,41.4,NA,68
17-03-2023 21:45,17-03-2023 22:00,96,4,43.4,26.3,1.53,18.2,10.8,47.7,NA,53
17-03-2023 22:00,17-03-2023 22:15,96,4.2,39.1,24.2,1.51,15.9,11.2,45.6,NA,53
17-03-2023 22:15,17-03-2023 22:30,96,4.8,36.5,23.3,1.55,14.5,11,39.7,NA,53
17-03-2023 22:30,17-03-2023 22:45,96,4.3,35.2,22.2,1.51,13.7,11,38.7,NA,53
17-03-2023 22:45,17-03-2023 23:00,67,3.8,33.9,21.1,1.57,13.4,11.1,33,NA,42
17-03-2023 23:00,17-03-2023 23:15,67,4,34.2,21.5,1.59,12.4,10.1,32.6,NA,42
17-03-2023 23:15,17-03-2023 23:30,67,3.6,34.4,21.3,1.49,10.9,10.1,41.8,NA,42
17-03-2023 23:30,17-03-2023 23:45,67,4,34.3,21.4,1.44,8.1,10.1,44.4,NA,42
17-03-2023 23:45,18-03-2023 00:00,51,4.3,33.1,21.1,NA,NA,10.1,42,NA,39
18-03-2023 00:00,18-03-2023 00:15,51,4.2,32.1,20.5,1.58,8.8,10,39.2,NA,39
18-03-2023 00:15,18-03-2023 00:30,51,3.9,32.4,20.4,1.61,9.4,10.1,37.1,NA,39
18-03-2023 00:30,18-03-2023 00:45,51,3.3,32.7,20.1,1.64,12,10.1,35.3,NA,39
18-03-2023 00:45,18-03-2023 01:00,45,3.6,34.4,21.2,1.64,15.3,10.2,36.4,NA,46
18-03-2023 01:00,18-03-2023 01:15,45,4.1,33.7,21.3,1.64,16.8,10.8,40.4,NA,46
18-03-2023 01:15,18-03-2023 01:30,45,4.1,33.9,21.3,1.61,14.8,10.5,44.3,NA,46
18-03-2023 01:30,18-03-2023 01:45,45,4.4,33.2,21.2,1.58,12.4,10.2,46.1,NA,46
