From,To (Interval: 15M),PM10 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3),PM2.5 (µg/m3)
12-03-2023 21:15,12-03-2023 21:30,230,7.1,72.7,44.4,1.28,28.3,8.5,32.8,NA,93
12-03-2023 21:30,12-03-2023 21:45,230,6,66.6,40.3,1.29,28.6,8.8,38.4,NA,93
12-03-2023 21:45,12-03-2023 22:00,230,4.9,60.8,36.4,1.34,27.3,8.8,42.2,NA,76
12-03-2023 22:00,12-03-2023 22:15,259,4.4,56.2,33.5,1.33,27,9.1,42.4,NA,76
12-03-2023 22:15,12-03-2023 22:30,259,3.9,53.9,31.9,1.23,26.7,9.3,43.6,NA,76
12-03-2023 22:30,12-03-2023 22:45,259,3.7,53.1,31.3,1.18,27.2,9.3,40.1,NA,76
12-03-2023 22:45,12-03-2023 23:00,259,5.1,51.7,31.6,1.2,27.4,9.6,35.8,NA,69
12-03-2023 23:00,12-03-2023 23:15,188,5,52.1,31.8,1.27,27.5,9.4,32.9,NA,69
12-03-2023 23:15,12-03-2023 23:30,188,4.9,52.4,31.9,1.5,28.5,9.5,31.1,NA,69
12-03-2023 23:30,12-03-2023 23:45,188,4.6,52.1,31.4,1.45,29.6,10.3,30.5,NA,69
12-03-2023 23:45,13-03-2023 00:00,188,4.8,53.4,32.4,NA,NA,10.3,26.8,NA,83
13-03-2023 00:00,13-03-2023 00:15,149,5.5,54.5,33.5,1.65,31,10.3,27.5,NA,83
13-03-2023 00:15,13-03-2023 00:30,149,4.9,54.4,32.9,1.57,30.7,10.6,23.3,NA,83
13-03-2023 00:30,13-03-2023 00:45,149,5.8,55.5,34.3,1.55,31,10.6,9.9,NA,83
13-03-2023 00:45,13-03-2023 01:00,174,12.1,62.9,43.4,1.47,29.6,9.1,8.5,NA,86
13-03-2023 01:00,13-03-2023 01:15,174,19.8,68.5,52.5,1.48,29.4,7.8,9.7,NA,86
13-03-2023 01:15,13-03-2023 01:30,174,19.3,67.5,51.6,1.53,29.5,9,12.6,NA,86
13-03-2023 01:30,13-03-2023 01:45,174,16.5,62.8,46.7,1.58,28.1,10.2,13.7,NA,86
13-03-2023 01:45,13-03-2023 02:00,NA,13.7,58.7,42.3,1.63,27.8,11,15.2,NA,86
13-03-2023 02:00,13-03-2023 02:15,NA,11.3,55.7,38.9,1.73,29.7,11.1,17.5,NA,86
13-03-2023 02:15,13-03-2023 02:30,NA,9.6,53.1,36,1.76,30.1,11.4,15.3,NA,86
13-03-2023 02:30,13-03-2023 02:45,NA,8.4,51.7,34.3,1.76,29.3,11.8,12.4,NA,86
13-03-2023 02:45,13-03-2023 03:00,166,8.1,50.9,33.6,1.77,29.7,11.8,9.3,NA,94
13-03-2023 03:00,13-03-2023 03:15,166,9.9,51.2,35.3,1.79,29.4,11.5,8.4,NA,94
13-03-2023 03:15,13-03-2023 03:30,166,16,53.3,41.4,1.87,31.2,11.2,8.3,NA,94
13-03-2023 03:30,13-03-2023 03:45,166,34.6,45.8,52.5,2.04,33.4,9.9,9.3,NA,94
13-03-2023 03:45,13-03-2023 04:00,153,46.4,55.9,67.4,1.94,33.3,9.8,8.9,NA,137
13-03-2023 04:00,13-03-2023 04:15,153,49,57.1,70.2,1.91,33.6,10,9,NA,137
13-03-2023 04:15,13-03-2023 04:30,153,47.6,55.9,68.4,1.92,33.7,10,9,NA,137
13-03-2023 04:30,13-03-2023 04:45,153,45,53.2,64.9,1.96,33.1,9.9,9,NA,137
13-03-2023 04:45,13-03-2023 05:00,337,43.8,50.7,62.5,1.89,33.7,10,8.4,NA,119
13-03-2023 05:00,13-03-2023 05:15,337,42,49.3,60.4,1.84,32.8,9.8,8.1,NA,119
13-03-2023 05:15,13-03-2023 05:30,337,38.1,49.7,57.4,2.02,34.2,9.8,8.1,NA,119
13-03-2023 05:30,13-03-2023 05:45,337,38.4,49.6,57.6,1.96,34.9,10,8.7,NA,119
13-03-2023 05:45,13-03-2023 06:00,337,37.9,51.3,58.1,1.85,34.8,9.6,8.4,NA,117
13-03-2023 06:00,13-03-2023 06:15,337,35.4,51.7,56.3,1.88,34.6,9.9,8.4,NA,117
13-03-2023 06:15,13-03-2023 06:30,337,36.9,51.3,57.3,2,35.4,9.7,9.6,NA,117
13-03-2023 06:30,13-03-2023 06:45,337,38.4,51.2,58.4,1.83,35.8,10.1,9.3,NA,117
13-03-2023 06:45,13-03-2023 07:00,238,36.4,51.4,56.9,1.75,35.3,10.3,9.2,NA,151
13-03-2023 07:00,13-03-2023 07:15,238,33.8,50.7,54.4,1.73,34.9,10.3,9.8,NA,151
13-03-2023 07:15,13-03-2023 07:30,238,30.2,50,51.2,1.74,34.6,10.5,10.9,NA,151
13-03-2023 07:30,13-03-2023 07:45,238,27.1,52.4,49.9,1.51,34.8,10.7,11.6,NA,151
13-03-2023 07:45,13-03-2023 08:00,301,24.3,54.9,48.9,1.57,33.7,11.8,14.8,NA,122
13-03-2023 08:00,13-03-2023 08:15,301,20.9,58.9,48.3,1.53,33.9,12.3,21.5,NA,122
13-03-2023 08:15,13-03-2023 08:30,301,17.7,62,47.4,1.36,36.4,12.8,35.7,NA,122
13-03-2023 08:30,13-03-2023 08:45,301,12.2,65.4,44.7,1.06,40.1,12.8,58.5,NA,122
13-03-2023 08:45,13-03-2023 09:00,230,7.9,63.5,40.3,1.09,42.4,12.7,NA,NA,136
13-03-2023 09:00,13-03-2023 09:15,230,5.9,58.3,35.8,1.05,41,13.8,NA,NA,136
13-03-2023 09:15,13-03-2023 09:30,230,4.5,52.1,31.4,1.01,39.1,14,78.4,NA,136
13-03-2023 09:30,13-03-2023 09:45,230,3.3,46.4,27.3,0.88,39,13.4,79.6,NA,136
13-03-2023 09:45,13-03-2023 10:00,197,3.7,41.8,25.3,NA,38.1,13.1,81.2,NA,70
13-03-2023 10:00,13-03-2023 10:15,197,3.7,38.7,23.6,NA,51.8,13.6,78.4,NA,70
13-03-2023 10:15,13-03-2023 10:30,197,3.7,40.4,24.5,1.6,135.5,13.5,62.1,NA,70
13-03-2023 10:30,13-03-2023 10:45,197,3.6,47.6,28.3,0.82,157.7,12.5,62,NA,70
13-03-2023 10:45,13-03-2023 11:00,113,3.7,52.2,30.7,0.81,NA,12.4,70,NA,55
13-03-2023 11:00,13-03-2023 11:15,113,4,53.3,31.6,0.81,NA,13.4,64.6,NA,55
13-03-2023 11:15,13-03-2023 11:30,113,4.2,56.1,33.2,0.8,NA,13.3,78.3,NA,55
13-03-2023 11:30,13-03-2023 11:45,113,4,51,30.4,0.79,63.4,11.6,87.8,NA,55
13-03-2023 11:45,13-03-2023 12:00,84,NA,NA,NA,0.74,50.4,NA,89.3,NA,43
13-03-2023 12:00,13-03-2023 12:15,84,NA,NA,NA,0.73,57.6,NA,88.7,NA,43
13-03-2023 12:15,13-03-2023 12:30,84,NA,NA,NA,0.74,54,11.6,91.8,NA,43
13-03-2023 12:30,13-03-2023 12:45,84,3.1,27.1,17,0.77,55.1,7.2,90.5,NA,43
13-03-2023 12:45,13-03-2023 13:00,67,3.9,27.7,18,0.77,59.1,6.8,90.8,NA,41
13-03-2023 13:00,13-03-2023 13:15,67,3.9,29.5,18.9,0.78,79.7,7.3,81.1,NA,41
13-03-2023 13:15,13-03-2023 13:30,67,4,33.1,20.9,0.77,89.9,7.5,81.2,NA,41
13-03-2023 13:30,13-03-2023 13:45,67,4.4,36.8,23.1,0.78,87.8,7.6,83.8,NA,41
13-03-2023 13:45,13-03-2023 14:00,67,4.3,37.8,23.6,0.78,81.4,7.5,86.4,NA,51
13-03-2023 14:00,13-03-2023 14:15,67,4.1,36,22.5,0.72,61.4,7.9,91.7,NA,51
13-03-2023 14:15,13-03-2023 14:30,67,4,34.3,21.5,0.73,58.3,7.9,92.2,NA,51
13-03-2023 14:30,13-03-2023 14:45,67,3.6,34.1,21.1,0.77,64.1,7.6,97.6,NA,51
13-03-2023 14:45,13-03-2023 15:00,102,2.9,32.8,19.8,0.8,63.6,7.8,97.5,NA,42
13-03-2023 15:00,13-03-2023 15:15,102,3,32.8,19.9,0.79,60.2,8.3,98,NA,42
13-03-2023 15:15,13-03-2023 15:30,102,3.4,32.8,20.2,0.73,55.9,8.9,98.6,NA,42
13-03-2023 15:30,13-03-2023 15:45,102,3.2,33.2,20.3,0.73,48.4,9.4,93.8,NA,42
13-03-2023 15:45,13-03-2023 16:00,80,3.6,33.9,20.9,0.77,52,9.4,96.3,NA,43
13-03-2023 16:00,13-03-2023 16:15,80,4.1,34.2,21.5,0.79,51.8,9.4,91.5,NA,43
13-03-2023 16:15,13-03-2023 16:30,80,3.6,35.7,21.9,0.74,43.5,9.4,89.2,NA,43
13-03-2023 16:30,13-03-2023 16:45,80,3.1,36.4,21.9,0.73,40.1,9.3,89.3,NA,43
13-03-2023 16:45,13-03-2023 17:00,85,3.2,36.1,21.8,0.77,40.8,10,84.4,NA,42
13-03-2023 17:00,13-03-2023 17:15,85,2.8,38.4,22.7,0.74,41.2,9.8,84.1,NA,42
13-03-2023 17:15,13-03-2023 17:30,85,2.8,40.3,23.7,0.77,38.5,10,88.8,NA,42
13-03-2023 17:30,13-03-2023 17:45,85,3.1,40.6,24.1,0.78,38.6,10.4,88.5,NA,42
13-03-2023 17:45,13-03-2023 18:00,85,3.3,40.8,24.4,0.77,37.6,10.2,89.9,NA,53
13-03-2023 18:00,13-03-2023 18:15,88,2.8,41.2,24.2,0.82,36.2,10.3,78.6,NA,53
13-03-2023 18:15,13-03-2023 18:30,88,3.3,43.4,25.7,0.82,36.1,10.7,67.5,NA,53
13-03-2023 18:30,13-03-2023 18:45,88,3.3,46.2,27.3,0.92,35,10.8,61.6,NA,53
13-03-2023 18:45,13-03-2023 19:00,88,3.6,49,29,0.94,34.5,10.6,54,NA,70
13-03-2023 19:00,13-03-2023 19:15,136,3.6,51.9,30.5,0.95,34,10.7,42.4,NA,70
13-03-2023 19:15,13-03-2023 19:30,136,4.2,56.6,33.6,1,35.7,10.8,32.7,NA,70
13-03-2023 19:30,13-03-2023 19:45,136,5,63,37.5,1.23,37.2,9.5,27.8,NA,70
13-03-2023 19:45,13-03-2023 20:00,136,5.1,69.1,40.9,1.18,39,8.6,46.6,NA,87
13-03-2023 20:00,13-03-2023 20:15,185,4.9,70.7,41.6,1.15,39.1,9.1,50.1,NA,87
13-03-2023 20:15,13-03-2023 20:30,185,4.9,69.9,41.1,1.1,38.4,9.2,56.7,NA,87
13-03-2023 20:30,13-03-2023 20:45,185,4.4,66.1,38.7,0.96,36.2,9.3,68.1,NA,87
13-03-2023 20:45,13-03-2023 21:00,185,4.8,59.7,35.7,0.94,36.4,9.5,72.4,NA,67
13-03-2023 21:00,13-03-2023 21:15,218,5.1,52,31.8,0.92,37.2,9.7,76.3,NA,67
13-03-2023 21:15,13-03-2023 21:30,218,4.2,48.1,29,1.1,37.8,9.7,60.1,NA,67
13-03-2023 21:30,13-03-2023 21:45,218,3.7,48.9,29,1.16,36.7,9.7,52.1,NA,67
13-03-2023 21:45,13-03-2023 22:00,218,4.3,50.6,30.4,1.16,35.8,9.7,45.8,NA,77
13-03-2023 22:00,13-03-2023 22:15,218,3.2,53.8,31.3,1.1,35.6,9.7,47.8,NA,77
13-03-2023 22:15,13-03-2023 22:30,218,3.5,54.9,32,1.06,35.5,9.9,48.4,NA,77
13-03-2023 22:30,13-03-2023 22:45,218,3.8,52.5,31,1.05,36.5,10.2,53.2,NA,77
13-03-2023 22:45,13-03-2023 23:00,218,3.6,50,29.5,1.06,35.6,10,48.2,NA,75
13-03-2023 23:00,13-03-2023 23:15,186,3.9,48.5,29,1.04,34.5,9.9,42.6,NA,75
13-03-2023 23:15,13-03-2023 23:30,186,4.1,47.1,28.4,1.06,34.1,10.5,41.2,NA,75
13-03-2023 23:30,13-03-2023 23:45,186,4.4,45.6,27.8,1.05,33.9,10.7,41.7,NA,75
13-03-2023 23:45,14-03-2023 00:00,186,3.3,44.8,26.6,NA,NA,10.8,38.9,NA,64
14-03-2023 00:00,14-03-2023 00:15,146,3.6,44.6,26.6,1.55,32.5,11.1,37.3,NA,64
14-03-2023 00:15,14-03-2023 00:30,146,4.3,43,26.4,1.63,32.6,11.2,34.3,NA,64
14-03-2023 00:30,14-03-2023 00:45,146,4.2,42.2,25.9,1.74,30.3,11.4,32.1,NA,64
14-03-2023 00:45,14-03-2023 01:00,122,3.8,41.3,25.1,1.87,30.3,12.1,29.2,NA,93
14-03-2023 01:00,14-03-2023 01:15,122,4.1,41.3,25.3,1.76,30.9,12.3,28.1,NA,93
14-03-2023 01:15,14-03-2023 01:30,122,4,41.9,25.5,1.75,30.1,12.5,25.4,NA,93
14-03-2023 01:30,14-03-2023 01:45,122,4.5,41.5,25.8,1.81,27.7,12.8,20.7,NA,93
14-03-2023 01:45,14-03-2023 02:00,NA,5.2,42.4,26.8,1.84,28.1,12.9,14,NA,97
14-03-2023 02:00,14-03-2023 02:15,NA,6.4,45.6,29.5,1.88,28.9,12.9,10.4,NA,97
14-03-2023 02:15,14-03-2023 02:30,NA,8.7,50.6,33.9,2.05,27.7,12.6,8.4,NA,97
14-03-2023 02:30,14-03-2023 02:45,NA,15,53.7,40.8,2.08,28.7,13.3,9,NA,97
14-03-2023 02:45,14-03-2023 03:00,193,29.1,53.4,51.9,1.98,29.8,13,8.5,NA,157
14-03-2023 03:00,14-03-2023 03:15,193,33.1,59.7,58.7,1.9,31.6,11.9,7.8,NA,157
14-03-2023 03:15,14-03-2023 03:30,193,36.5,61.2,62.2,1.92,30.4,12,7.7,NA,157
14-03-2023 03:30,14-03-2023 03:45,193,38,60.3,62.9,1.97,30,11.5,8,NA,157
14-03-2023 03:45,14-03-2023 04:00,440,35.6,60.8,61.3,1.91,29.6,11.1,8.5,NA,126
14-03-2023 04:00,14-03-2023 04:15,440,31.2,57.1,55.7,1.88,29.4,11.2,9.3,NA,126
14-03-2023 04:15,14-03-2023 04:30,440,24.8,51.8,47.7,1.9,29,11.7,10.1,NA,126
14-03-2023 04:30,14-03-2023 04:45,440,18.4,43.7,38.2,1.89,28.5,14,10.2,NA,126
14-03-2023 04:45,14-03-2023 05:00,267,13,43.7,33.8,1.89,28.6,13.3,10.7,NA,103
14-03-2023 05:00,14-03-2023 05:15,267,11.7,42.1,32,1.92,28.6,12.2,9.7,NA,103
14-03-2023 05:15,14-03-2023 05:30,267,11.3,40.7,30.9,1.96,28.1,11.5,11.3,NA,103
14-03-2023 05:30,14-03-2023 05:45,267,10.6,40.1,29.9,2.26,28.7,11.8,9.2,NA,103
14-03-2023 05:45,14-03-2023 06:00,175,11.2,40.7,30.7,2.04,30.2,12.9,8.1,NA,150
14-03-2023 06:00,14-03-2023 06:15,175,12.9,43.2,33.5,1.98,30.7,12.4,9.6,NA,150
14-03-2023 06:15,14-03-2023 06:30,175,16.1,44.7,36.9,2.18,31.9,12.6,9.4,NA,150
14-03-2023 06:30,14-03-2023 06:45,175,20.7,46.6,41.6,1.92,31.8,12.2,10.1,NA,150
14-03-2023 06:45,14-03-2023 07:00,245,20.7,48.2,42.4,1.92,30.5,11.9,11.7,NA,151
14-03-2023 07:00,14-03-2023 07:15,245,17.8,47.8,39.8,1.9,31.5,11.9,14,NA,151
14-03-2023 07:15,14-03-2023 07:30,245,14.4,46.7,36.6,1.81,32.4,12.4,23.3,NA,151
14-03-2023 07:30,14-03-2023 07:45,245,10.7,48.3,34.4,2.07,35.5,12.8,32.6,NA,151
14-03-2023 07:45,14-03-2023 08:00,244,7.1,49.2,31.9,1.58,38.3,13.1,43.7,NA,129
14-03-2023 08:00,14-03-2023 08:15,244,5.6,47.3,29.7,1.41,39.7,12.9,50.3,NA,129
14-03-2023 08:15,14-03-2023 08:30,244,4.4,45.2,27.6,1.37,42.3,12.4,58,NA,129
14-03-2023 08:30,14-03-2023 08:45,244,3.9,43.3,26.2,1.37,43.8,11.9,64.1,NA,129
14-03-2023 08:45,14-03-2023 09:00,184,3.9,41.8,25.4,1.35,44.2,11.9,NA,NA,79
14-03-2023 09:00,14-03-2023 09:15,184,3.7,41.5,25.1,1.26,43.2,12.6,NA,NA,79
14-03-2023 09:15,14-03-2023 09:30,184,3.2,39.5,23.6,1.2,44.4,13.1,84.6,NA,79
14-03-2023 09:30,14-03-2023 09:45,184,2.6,37.6,22.1,1.2,52.1,12.7,86.7,NA,79
14-03-2023 09:45,14-03-2023 10:00,184,3.7,36.8,22.6,NA,63.3,12.8,86.9,NA,67
14-03-2023 10:00,14-03-2023 10:15,184,3.9,38.2,23.5,NA,87.9,14,79,NA,67
14-03-2023 10:15,14-03-2023 10:30,184,4,40.3,24.7,1.92,92.7,14.1,80.8,NA,67
14-03-2023 10:30,14-03-2023 10:45,184,4.2,41,25.2,1.17,81.2,12.9,82.2,NA,67
14-03-2023 10:45,14-03-2023 11:00,121,4,40.8,24.9,1.16,NA,12.5,80.7,NA,54
14-03-2023 11:00,14-03-2023 11:15,121,3.8,42.1,25.5,1.13,NA,13.3,80.2,NA,54
14-03-2023 11:15,14-03-2023 11:30,121,3.5,41.6,24.9,1.11,NA,14,78.8,NA,54
14-03-2023 11:30,14-03-2023 11:45,121,4.1,41.2,25.3,1.1,83.2,12.7,78.9,NA,54
14-03-2023 11:45,14-03-2023 12:00,99,NA,NA,NA,1.08,77.1,NA,80.4,NA,55
14-03-2023 12:00,14-03-2023 12:15,99,NA,NA,NA,1.05,82.7,NA,80.6,NA,55
14-03-2023 12:15,14-03-2023 12:30,99,NA,NA,NA,1.03,77.3,14.2,82.2,NA,55
14-03-2023 12:30,14-03-2023 12:45,99,4.3,34.1,21.7,1.02,62.4,8.7,78.8,NA,55
14-03-2023 12:45,14-03-2023 13:00,125,3.9,33.2,20.8,0.95,39,8.2,79,NA,45
14-03-2023 13:00,14-03-2023 13:15,125,4.1,31.9,20.3,0.95,36.7,7.8,82.9,NA,45
14-03-2023 13:15,14-03-2023 13:30,125,4.5,30.3,19.8,0.95,32.5,8.1,83.5,NA,45
14-03-2023 13:30,14-03-2023 13:45,125,3.9,30.3,19.3,0.93,32.5,8.3,83.2,NA,45
14-03-2023 13:45,14-03-2023 14:00,122,3.7,30.1,19,0.93,31.3,8,83,NA,28
14-03-2023 14:00,14-03-2023 14:15,122,3.4,28.9,18.2,0.92,31.3,7.8,79.2,NA,28
14-03-2023 14:15,14-03-2023 14:30,122,3.5,28.6,18,0.88,28.5,8.6,75.5,NA,28
14-03-2023 14:30,14-03-2023 14:45,122,3.8,30.9,19.5,0.92,23.8,10.8,76.4,NA,28
14-03-2023 14:45,14-03-2023 15:00,78,3.3,33.2,20.4,NA,15.5,14.8,78.5,NA,23
14-03-2023 15:00,14-03-2023 15:15,78,3,36.7,22,1.11,8.4,18.8,83.8,NA,23
14-03-2023 15:15,14-03-2023 15:30,78,2.3,38.1,22.2,1.09,2.3,23.1,86,NA,23
14-03-2023 15:30,14-03-2023 15:45,78,3.1,38,22.8,0.88,1.2,27.1,88.6,NA,23
14-03-2023 15:45,14-03-2023 16:00,58,3.4,38,22.9,0.6,NA,31.2,94.5,NA,35
14-03-2023 16:00,14-03-2023 16:15,58,3.7,31.9,19.9,0.7,NA,30.8,95.2,NA,35
14-03-2023 16:15,14-03-2023 16:30,58,3.4,11.3,8.7,0.87,14.7,28.2,94.7,NA,35
14-03-2023 16:30,14-03-2023 16:45,58,3.6,11.8,9.1,0.87,14.6,27.9,93.3,NA,35
14-03-2023 16:45,14-03-2023 17:00,66,3.5,11.6,9,0.86,18,26.1,90.9,NA,39
14-03-2023 17:00,14-03-2023 17:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14-03-2023 17:15,14-03-2023 17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14-03-2023 17:30,14-03-2023 17:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14-03-2023 17:45,14-03-2023 18:00,NA,3.8,26.4,17.1,1.73,42.8,13.3,65.1,NA,NA
14-03-2023 18:00,14-03-2023 18:15,NA,4.2,30.3,19.5,1.76,36.5,10.8,57.2,NA,NA
14-03-2023 18:15,14-03-2023 18:30,NA,3.9,33.8,21.2,2.08,33.9,9.1,42.3,NA,NA
14-03-2023 18:30,14-03-2023 18:45,NA,3.4,39.6,23.8,1.97,37.6,8.6,33.6,NA,NA
14-03-2023 18:45,14-03-2023 19:00,NA,4,45.1,27.2,1.91,38.3,9.2,23.7,NA,117
14-03-2023 19:00,14-03-2023 19:15,NA,5,52.1,31.7,1.94,41.6,9,23.2,NA,117
14-03-2023 19:15,14-03-2023 19:30,NA,5.6,58.1,35.5,1.97,40.7,9.3,29.9,NA,117
14-03-2023 19:30,14-03-2023 19:45,NA,5.7,59.4,36.3,1.97,36.9,10.2,43.2,NA,117
14-03-2023 19:45,14-03-2023 20:00,344,4.7,57.7,34.5,1.67,36.4,10.5,43.2,NA,86
14-03-2023 20:00,14-03-2023 20:15,344,3.8,54.6,32.1,1.36,39.9,10.7,30.1,NA,86
14-03-2023 20:15,14-03-2023 20:30,344,4.4,57.1,33.9,1.59,41,10.5,17.2,NA,86
14-03-2023 20:30,14-03-2023 20:45,344,5.2,61.8,37.1,1.65,43.5,11,11.9,NA,86
14-03-2023 20:45,14-03-2023 21:00,201,7.2,66.6,41.2,1.44,44.6,11.1,10.3,NA,99
14-03-2023 21:00,14-03-2023 21:15,201,11,70.3,46.3,1.37,45,10.8,9.8,NA,99
14-03-2023 21:15,14-03-2023 21:30,201,14.1,72.7,50.2,1.32,44.7,10.6,10.9,NA,99
14-03-2023 21:30,14-03-2023 21:45,201,14.5,74.2,51.3,1.4,43.4,10.3,12.8,NA,99
14-03-2023 21:45,14-03-2023 22:00,239,13.2,73.4,49.8,1.59,42.4,10.6,15.3,NA,123
14-03-2023 22:00,14-03-2023 22:15,239,11.8,71.1,47.4,1.53,40.8,10.9,12.3,NA,123
14-03-2023 22:15,14-03-2023 22:30,239,11.6,67.5,45.3,1.74,39.6,11.2,11.4,NA,123
14-03-2023 22:30,14-03-2023 22:45,239,13.1,64.3,44.9,2.19,41.6,12,11.4,NA,123
14-03-2023 22:45,14-03-2023 23:00,293,15.1,62.2,45.4,1.79,39.7,12.1,11.8,NA,144
14-03-2023 23:00,14-03-2023 23:15,293,16,61.7,45.8,1.6,36.6,12.3,10.8,NA,144
14-03-2023 23:15,14-03-2023 23:30,293,17.8,62.9,47.9,1.48,37.1,11.6,10.6,NA,144
14-03-2023 23:30,14-03-2023 23:45,293,18.8,64.2,49.5,1.4,37.1,11.2,10.3,NA,144
14-03-2023 23:45,15-03-2023 00:00,289,18.7,63.1,48.8,NA,NA,11.8,9.8,NA,124
15-03-2023 00:00,15-03-2023 00:15,289,19.2,63,49.1,1.35,34.8,11.5,10.1,NA,124
15-03-2023 00:15,15-03-2023 00:30,289,19,61.2,48,1.39,34.8,11.4,10.3,NA,124
15-03-2023 00:30,15-03-2023 00:45,289,19.2,58.6,46.8,1.45,35.2,11.3,10.6,NA,124
15-03-2023 00:45,15-03-2023 01:00,313,19.4,58.2,46.7,1.56,32.9,11.3,10.6,NA,136
15-03-2023 01:00,15-03-2023 01:15,313,20.4,56.2,46.4,1.55,34.1,11.5,10.4,NA,136
15-03-2023 01:15,15-03-2023 01:30,313,21,54.7,46.2,1.53,33.7,11.8,10.1,NA,136
15-03-2023 01:30,15-03-2023 01:45,313,21.5,52.7,45.5,1.51,29.8,12,10.1,NA,136
15-03-2023 01:45,15-03-2023 02:00,NA,20.7,51.2,44,1.6,29.7,11.9,10.7,NA,134
15-03-2023 02:00,15-03-2023 02:15,NA,19.7,50.8,43,1.58,30.7,11.5,11.3,NA,134
15-03-2023 02:15,15-03-2023 02:30,NA,19.2,49.9,42.2,1.79,32.1,11.8,11.7,NA,134
15-03-2023 02:30,15-03-2023 02:45,NA,20.5,48.7,42.5,1.16,34.3,12.6,10.5,NA,134
15-03-2023 02:45,15-03-2023 03:00,284,22.2,47.3,43.2,0.93,36.5,13.3,10.3,NA,130
15-03-2023 03:00,15-03-2023 03:15,284,22.8,47.8,44,0.97,38.6,13.4,9.9,NA,130
15-03-2023 03:15,15-03-2023 03:30,284,27.9,50.9,49.7,1.01,38.4,13,10.5,NA,130
15-03-2023 03:30,15-03-2023 03:45,284,43.1,53.2,63.3,0.97,41.5,10.5,11,NA,130
15-03-2023 03:45,15-03-2023 04:00,226,57.2,54.9,75.7,1.12,41.3,9.4,11,NA,154
15-03-2023 04:00,15-03-2023 04:15,226,61.5,55.9,79.7,1.23,40.4,12.2,11.3,NA,154
15-03-2023 04:15,15-03-2023 04:30,226,63.8,55.6,81.5,1.28,40.6,12.9,11.1,NA,154
15-03-2023 04:30,15-03-2023 04:45,226,62,54.9,79.6,1.36,41.2,13.4,10.7,NA,154
15-03-2023 04:45,15-03-2023 05:00,351,57.4,54.3,75.5,1.2,41.5,13.8,11.1,NA,160
15-03-2023 05:00,15-03-2023 05:15,351,51.4,51.8,69.3,0.97,37.8,13.4,10.6,NA,160
15-03-2023 05:15,15-03-2023 05:30,351,38.2,45.9,55.5,0.77,36.8,11.9,10.9,NA,160
15-03-2023 05:30,15-03-2023 05:45,351,22.6,44.3,42,0.87,38.1,12.5,10.4,NA,160
15-03-2023 05:45,15-03-2023 06:00,329,19.2,44.6,39.3,0.95,37.8,12.2,10.9,NA,101
15-03-2023 06:00,15-03-2023 06:15,329,20.4,43,39.4,1.15,38.1,12.2,12,NA,101
15-03-2023 06:15,15-03-2023 06:30,329,31.5,45.1,49.6,1.53,41.8,10.6,14.6,NA,101
15-03-2023 06:30,15-03-2023 06:45,329,85.7,43.4,92.8,1.94,48.4,11.9,17.5,NA,101
15-03-2023 06:45,15-03-2023 07:00,329,116.6,52,122.4,1.64,51.2,12.3,15.7,NA,280
15-03-2023 07:00,15-03-2023 07:15,329,122.7,62.3,132.9,1.44,46.3,11.7,12.8,NA,280
15-03-2023 07:15,15-03-2023 07:30,329,114.4,60.9,125.4,1.43,44,12.9,13.3,NA,280
15-03-2023 07:30,15-03-2023 07:45,329,95.2,56.4,107.4,1.23,45.1,11.8,13.4,NA,280
15-03-2023 07:45,15-03-2023 08:00,514,68,59.3,86.8,1.32,45.5,15.1,13.4,NA,203
15-03-2023 08:00,15-03-2023 08:15,514,55.4,61,77.5,1.05,43.9,15.7,14.6,NA,203
15-03-2023 08:15,15-03-2023 08:30,514,38.9,66.5,67,1.05,44.4,16.7,15.6,NA,203
15-03-2023 08:30,15-03-2023 08:45,514,28.1,68.7,59.4,1.1,44.1,15.2,18.3,NA,203
15-03-2023 08:45,15-03-2023 09:00,395,21.8,64.3,51.9,1.05,44.9,14.5,NA,NA,134
15-03-2023 09:00,15-03-2023 09:15,395,15.4,63.2,46.1,0.89,44.8,13.3,NA,NA,134
15-03-2023 09:15,15-03-2023 09:30,395,11.5,62.2,42.5,0.89,43.5,12.5,32,NA,134
15-03-2023 09:30,15-03-2023 09:45,395,9.2,60.4,39.6,0.89,45.1,12.2,37.1,NA,134
15-03-2023 09:45,15-03-2023 10:00,295,7.6,59,37.6,NA,47.9,12.3,41.7,NA,93
15-03-2023 10:00,15-03-2023 10:15,295,6.3,58.7,36.3,NA,48.9,12.6,49.5,NA,93
15-03-2023 10:15,15-03-2023 10:30,295,5.6,57.4,35,1.65,55.2,11.9,51.9,NA,93
15-03-2023 10:30,15-03-2023 10:45,295,5.2,55.3,33.6,0.79,68.2,11.3,61,NA,93
15-03-2023 10:45,15-03-2023 11:00,223,4.8,53.7,32.5,0.79,NA,11.4,62.6,NA,77
15-03-2023 11:00,15-03-2023 11:15,223,4.7,54.8,33,0.8,NA,13,54.8,NA,77
